company_name,company_domain,careers_url,ats_platform,ats_tenant_or_slug,job_board_url,country_or_region_focus,industry,evidence_url,reason_accepted
Centria Autism,centriahealthcare.com,https://boards.greenhouse.io/centriaautism,Greenhouse,centriaautism,https://boards.greenhouse.io/centriaautism,US,Behavioral healthcare,https://boards.greenhouse.io/centriaautism,Greenhouse board exposes job-specific pages with application workflow
Challenge Manufacturing,challenge-mfg.com,https://boards.greenhouse.io/challengemfgcompany,Greenhouse,challengemfgcompany,https://boards.greenhouse.io/challengemfgcompany,US,Automotive manufacturing,https://boards.greenhouse.io/challengemfgcompany,Greenhouse board exposes active job-specific pages with application workflow
DataVations,datavations.com,https://boards.greenhouse.io/datavations,Greenhouse,datavations,https://boards.greenhouse.io/datavations,US,Retail analytics software,https://boards.greenhouse.io/datavations,Greenhouse board exposes job-specific pages with application workflow
Engage Senior Therapy,engageseniortherapy.com,https://boards.greenhouse.io/engageseniortherapy,Greenhouse,engageseniortherapy,https://boards.greenhouse.io/engageseniortherapy,US,Healthcare services,https://boards.greenhouse.io/engageseniortherapy,Greenhouse board exposes active job-specific pages with application workflow
FamilyWell,familywellhealth.com,https://boards.greenhouse.io/familywell,Greenhouse,familywell,https://boards.greenhouse.io/familywell,US,Healthcare,https://boards.greenhouse.io/familywell,Greenhouse board exposes job-specific pages with application workflow
Financial Times,ft.com,https://job-boards.greenhouse.io/financialtimes33,Greenhouse,financialtimes33,https://job-boards.greenhouse.io/financialtimes33,Global,Media,https://job-boards.greenhouse.io/financialtimes33,Greenhouse board exposes active job-specific pages with application workflow
Fractile,fractile.ai,https://boards.greenhouse.io/fractile,Greenhouse,fractile,https://boards.greenhouse.io/fractile,UK/Global,Semiconductor technology,https://boards.greenhouse.io/fractile,Greenhouse board exposes job-specific pages with application workflow
Group14 Technologies,group14.technology,https://boards.greenhouse.io/group14,Greenhouse,group14,https://boards.greenhouse.io/group14,US/Global,Battery materials manufacturing,https://boards.greenhouse.io/group14/jobs/5088578007,Greenhouse board exposes job-specific pages with application workflow
InStride,instride.com,https://boards.greenhouse.io/instride,Greenhouse,instride,https://boards.greenhouse.io/instride,US,Education technology,https://boards.greenhouse.io/instride,Greenhouse board exposes job-specific pages with application workflow
M2X Energy,m2x.energy,https://boards.greenhouse.io/m2xenergyinc,Greenhouse,m2xenergyinc,https://boards.greenhouse.io/m2xenergyinc,US,Clean energy and industrial technology,https://boards.greenhouse.io/m2xenergyinc/jobs/4260564009,Greenhouse board/detail pages expose stable job-specific IDs and application forms
Maravai LifeSciences,maravai.com,https://job-boards.greenhouse.io/maravailifesciences,Greenhouse,maravailifesciences,https://job-boards.greenhouse.io/maravailifesciences,US,Life sciences,https://job-boards.greenhouse.io/maravailifesciences,Greenhouse board exposes active job-specific pages with application workflow
Martell Ventures,martellventures.com,https://job-boards.greenhouse.io/martellgrowthsolutions,Greenhouse,martellgrowthsolutions,https://job-boards.greenhouse.io/martellgrowthsolutions,Canada/Remote,Venture studio,https://job-boards.greenhouse.io/martellgrowthsolutions,Greenhouse board exposes active job-specific pages with application workflow
Mediabrands,ipgmediabrands.com,https://boards.greenhouse.io/mediabrands,Greenhouse,mediabrands,https://boards.greenhouse.io/mediabrands,Global/Canada,Media and advertising,https://boards.greenhouse.io/mediabrands/jobs/5138177007,Greenhouse board/detail pages expose stable job-specific IDs and application forms
Neo4j,neo4j.com,https://boards.greenhouse.io/neo4j,Greenhouse,neo4j,https://boards.greenhouse.io/neo4j,Global,Database software,https://boards.greenhouse.io/neo4j,Greenhouse board exposes job-specific pages with application workflow
Novisto,novisto.com,https://job-boards.greenhouse.io/novisto78,Greenhouse,novisto78,https://job-boards.greenhouse.io/novisto78,Canada/Global,Sustainability reporting software,https://job-boards.greenhouse.io/novisto78,Greenhouse board exposes active job-specific pages with application workflow
Octagon,octagon.com,https://job-boards.greenhouse.io/octagon,Greenhouse,octagon,https://job-boards.greenhouse.io/octagon,Global,Sports and entertainment agency,https://job-boards.greenhouse.io/octagon,Greenhouse board exposes active job-specific pages with application workflow
On,on.com,https://boards.greenhouse.io/onrunning,Greenhouse,onrunning,https://boards.greenhouse.io/onrunning,Global,Sporting goods and apparel,https://boards.greenhouse.io/onrunning/jobs/7960050,Greenhouse board/detail pages expose stable job-specific IDs and application forms
OpenUp,openup.com,https://boards.greenhouse.io/openup,Greenhouse,openup,https://boards.greenhouse.io/openup,Europe,Mental health technology,https://boards.greenhouse.io/openup,Greenhouse board exposes job-specific pages with application workflow
Parsec Automation,parsec-corp.com,https://boards.greenhouse.io/parsecautomationcorp,Greenhouse,parsecautomationcorp,https://boards.greenhouse.io/parsecautomationcorp,Global,Manufacturing software,https://boards.greenhouse.io/parsecautomationcorp/jobs/5228669008,Greenhouse board exposes job-specific pages with application workflow
Perry Ellis International Retail,perryellis.com,https://boards.greenhouse.io/perryellisinternationalretail,Greenhouse,perryellisinternationalretail,https://boards.greenhouse.io/perryellisinternationalretail,US,Apparel retail,https://boards.greenhouse.io/perryellisinternationalretail,Greenhouse board exposes job-specific pages with application workflow
Precision for Medicine,precisionformedicine.com,https://boards.greenhouse.io/pfm,Greenhouse,pfm,https://boards.greenhouse.io/pfm,Global,Clinical research services,https://boards.greenhouse.io/pfm,Greenhouse board exposes job-specific pages with application workflow
Private Equity Insights,privateequityinsights.com,https://boards.greenhouse.io/pei,Greenhouse,pei,https://boards.greenhouse.io/pei,UK/Europe,Events and media,https://boards.greenhouse.io/pei,Greenhouse board exposes job-specific pages with application workflow
Recycleye,recycleye.com,https://boards.greenhouse.io/recycleye,Greenhouse,recycleye,https://boards.greenhouse.io/recycleye,Europe,Recycling robotics,https://boards.greenhouse.io/recycleye/jobs/4868633101,Greenhouse board exposes job-specific pages with application workflow
Sonder.io,sonder.io,https://boards.greenhouse.io/sonderaustralia,Greenhouse,sonderaustralia,https://boards.greenhouse.io/sonderaustralia,Australia,Employee wellbeing technology,https://boards.greenhouse.io/sonderaustralia,Greenhouse board exposes job-specific pages with application workflow
Splitero,splitero.com,https://boards.greenhouse.io/splitero,Greenhouse,splitero,https://boards.greenhouse.io/splitero,US,Real estate fintech,https://boards.greenhouse.io/splitero,Greenhouse board exposes job-specific pages with application workflow
STEM Healthcare,stemhealthcare.com,https://boards.greenhouse.io/stemhealthcare,Greenhouse,stemhealthcare,https://boards.greenhouse.io/stemhealthcare,Global,Healthcare consulting,https://boards.greenhouse.io/stemhealthcare/jobs/7953590,Greenhouse board/detail pages expose stable job-specific IDs and application forms
Submer,submer.com,https://boards.greenhouse.io/submer,Greenhouse,submer,https://boards.greenhouse.io/submer,Europe/Global,Data center infrastructure,https://boards.greenhouse.io/submer,Greenhouse board exposes job-specific pages with application workflow
Suki,suki.ai,https://boards.greenhouse.io/suki,Greenhouse,suki,https://boards.greenhouse.io/suki,US,Healthcare AI,https://boards.greenhouse.io/suki,Greenhouse board exposes job-specific pages with application workflow
Taco Comfort Solutions,tacocomfort.com,https://boards.greenhouse.io/tacoinc,Greenhouse,tacoinc,https://boards.greenhouse.io/tacoinc,US,HVAC manufacturing,https://boards.greenhouse.io/tacoinc,Greenhouse board exposes active job-specific pages with application workflow
The Wilshire Group,thewilshiregroup.net,https://boards.greenhouse.io/thewilshiregroup,Greenhouse,thewilshiregroup,https://boards.greenhouse.io/thewilshiregroup,US,Healthcare IT consulting,https://boards.greenhouse.io/thewilshiregroup/jobs/4700064005,Greenhouse board/detail pages expose stable job-specific IDs and application forms
Tim Hortons Foundation Camps,timscamps.com,https://job-boards.greenhouse.io/timhortoncamps,Greenhouse,timhortoncamps,https://job-boards.greenhouse.io/timhortoncamps,Canada/US,Youth nonprofit,https://job-boards.greenhouse.io/timhortoncamps,Greenhouse board exposes active job-specific pages with application workflow
Adi Development Group,adidevelopments.com,https://jobs.lever.co/adidevelopments,Lever,adidevelopments,https://jobs.lever.co/adidevelopments,Canada,Real estate development,https://jobs.lever.co/adidevelopments,Lever board exposes stable job-specific URLs and application flow
Allied Properties REIT,alliedreit.com,https://jobs.lever.co/alliedreit,Lever,alliedreit,https://jobs.lever.co/alliedreit,Canada,Real estate,https://jobs.lever.co/alliedreit/c7418beb-c740-404d-9bb9-f6d89f05524a,Lever board exposes job-specific postings with apply flow
Amber Electric,amber.com.au,https://jobs.lever.co/amberelectric,Lever,amberelectric,https://jobs.lever.co/amberelectric,Australia,Energy technology,https://jobs.lever.co/amberelectric/09548118-d70d-4913-b148-e2ed30a78aaa,Lever board/detail pages expose stable job-specific URLs and application flow
Cavell Risk,cavellrisk.com,https://jobs.lever.co/cavellrisk,Lever,cavellrisk,https://jobs.lever.co/cavellrisk,Canada,Insurance technology,https://jobs.lever.co/cavellrisk,Lever board exposes stable job-specific URLs and application flow
DiliTrust,dilitrust.com,https://jobs.lever.co/dilitrust,Lever,dilitrust,https://jobs.lever.co/dilitrust,Europe/Global,Legal technology,https://jobs.lever.co/dilitrust/189a7135-eec4-4164-a769-4694ab23fc6d,Lever board/detail pages expose stable job-specific URLs and application flow
DN Tanks,dnllc.com,https://jobs.lever.co/dnllc,Lever,dnllc,https://jobs.lever.co/dnllc,US,Water infrastructure construction,https://jobs.lever.co/dnllc/7a8931ba-688b-4fd5-aa4c-16b9a8f0b5b0,Lever board exposes job-specific postings with apply flow
Foxit,foxit.com,https://jobs.lever.co/foxitsoftware,Lever,foxitsoftware,https://jobs.lever.co/foxitsoftware,Global,PDF and document software,https://jobs.lever.co/foxitsoftware,Lever board exposes stable job-specific URLs and application flow
GRAIL,grail.com,https://jobs.lever.co/grailbio,Lever,grailbio,https://jobs.lever.co/grailbio,US/UK,Biotechnology and diagnostics,https://jobs.lever.co/grailbio/ff02a981-72bc-4f25-ae11-4895d5b2b380,Lever board/detail pages expose stable job-specific URLs and application flow
Heartworks Early Education,heartworksvt.com,https://jobs.lever.co/heartworksvt,Lever,heartworksvt,https://jobs.lever.co/heartworksvt,US,Early childhood education,https://jobs.lever.co/heartworksvt/dfc1bf4e-d79e-4ca5-a40c-e4c30d933555,Lever board exposes job-specific postings with apply flow
Jobin,jobin.com,https://jobs.lever.co/jobin,Lever,jobin,https://jobs.lever.co/jobin,Canada,Sales technology,https://jobs.lever.co/jobin,Lever board exposes stable job-specific URLs and application flow
Kolibri Games,kolibrigames.com,https://jobs.lever.co/kolibrigames,Lever,kolibrigames,https://jobs.lever.co/kolibrigames,Germany/Europe,Mobile games,https://jobs.lever.co/kolibrigames,Lever board exposes stable job-specific URLs and application flow
Lumary,lumary.com,https://jobs.lever.co/Lumary,Lever,Lumary,https://jobs.lever.co/Lumary,Australia,Health and care software,https://jobs.lever.co/Lumary/c6da1066-9326-4120-8863-39dbd4512ff3,Direct Lever board exposes job-specific posting URLs and application flow
Lyrebird Health,lyrebirdhealth.com,https://jobs.lever.co/lyrebirdhealth,Lever,lyrebirdhealth,https://jobs.lever.co/lyrebirdhealth,Australia/UK,Health technology,https://jobs.lever.co/lyrebirdhealth/a532551a-c589-460c-9875-ad2c6d1c3948,Lever board/detail pages expose stable job-specific URLs and application flow
Machina Labs,machinalabs.ai,https://jobs.lever.co/MachinaLabs,Lever,MachinaLabs,https://jobs.lever.co/MachinaLabs,US,Advanced manufacturing,https://jobs.lever.co/MachinaLabs/35c033eb-2c04-47cd-a9c9-00ad0c58ba67,Lever board exposes job-specific postings with apply flow
Numeris,numeris.ca,https://jobs.lever.co/numeris,Lever,numeris,https://jobs.lever.co/numeris,Canada,Media measurement and analytics,https://jobs.lever.co/numeris/ec487238-bb7f-4c24-aead-5fa5deb91412,Lever board exposes stable job-specific URLs and application flow
Packmatic,packmatic.com,https://jobs.lever.co/Packmatic,Lever,Packmatic,https://jobs.lever.co/Packmatic,Europe,Packaging technology,https://jobs.lever.co/Packmatic,Lever board exposes stable job-specific URLs and application flow
Range Energy,range.energy,https://jobs.lever.co/rangeenergy,Lever,rangeenergy,https://jobs.lever.co/rangeenergy,US,Transportation electrification,https://jobs.lever.co/rangeenergy/6bf2cad0-8aca-4108-9e9d-edd6e456ae5a,Lever board exposes job-specific postings with apply flow
RAVL,ravl.io,https://jobs.lever.co/ravl_io,Lever,ravl_io,https://jobs.lever.co/ravl_io,Canada,Management consulting,https://jobs.lever.co/ravl_io/5887e559-ef86-4f16-a561-6a96a073822d,Lever board/detail pages expose stable job-specific URLs and application flow
Shape Construction,shape.construction,https://jobs.lever.co/laminarprojects,Lever,laminarprojects,https://jobs.lever.co/laminarprojects,UK/Global,Construction software,https://jobs.lever.co/laminarprojects/da0d03d2-547a-4f91-baf2-d7b428c846ec,Lever board exposes job-specific postings with apply flow
Showpo,showpo.com,https://jobs.lever.co/showpo-2,Lever,showpo-2,https://jobs.lever.co/showpo-2,Australia,Fashion ecommerce,https://jobs.lever.co/showpo-2/6750e087-aec4-4f7a-99d3-e7a2ca1cd389,Lever board/detail pages expose stable job-specific URLs and application flow
SteerBridge,steerbridge.com,https://jobs.lever.co/steerbridge,Lever,steerbridge,https://jobs.lever.co/steerbridge,US,Construction and government services,https://jobs.lever.co/steerbridge/a8ade3dc-73df-4581-8fa3-5d303ab2876a,Lever board exposes job-specific postings with apply flow
T5 Data Centers,t5datacenters.com,https://jobs.lever.co/t5datacenters,Lever,t5datacenters,https://jobs.lever.co/t5datacenters,US/Global,Data centers,https://jobs.lever.co/t5datacenters/b06589dd-e9f0-4e15-9104-0486fc250738,Lever board exposes job-specific postings with apply flow
The Ex,theex.com,https://jobs.lever.co/theex,Lever,theex,https://jobs.lever.co/theex,Canada,Events and exhibitions,https://jobs.lever.co/theex,Lever board exposes stable job-specific URLs and application flow
The Menta Education Group,thementagroup.org,https://jobs.lever.co/menta,Lever,menta,https://jobs.lever.co/menta,US,Education,https://jobs.lever.co/menta/611dc160-156c-4a29-8a5a-5c73d689f923,Lever board exposes job-specific postings with apply flow
Tonsser,tonsser.com,https://jobs.lever.co/tonsser,Lever,tonsser,https://jobs.lever.co/tonsser,Europe,Sports technology,https://jobs.lever.co/tonsser,Lever board exposes stable job-specific URLs and application flow
Altruistiq,altruistiq.com,https://jobs.ashbyhq.com/altruistiq,Ashby,altruistiq,https://jobs.ashbyhq.com/altruistiq,UK/Europe,Carbon accounting software,https://jobs.ashbyhq.com/altruistiq/8a9b1131-3a80-4e5b-bd4e-dca488924621,Direct Ashby board exposes job-specific posting URLs and application flow
Arch,arch.co,https://jobs.ashbyhq.com/arch.co,Ashby,arch.co,https://jobs.ashbyhq.com/arch.co,US,Private investment software,https://jobs.ashbyhq.com/arch.co,Ashby board lists active openings and stable job/application URLs
Assort Health,assorthealth.com,https://jobs.ashbyhq.com/assorthealth,Ashby,assorthealth,https://jobs.ashbyhq.com/assorthealth,US,Healthcare AI,https://jobs.ashbyhq.com/assorthealth/8512117b-9768-49b7-a94d-22cf511e071c,Direct Ashby board with stable job detail URLs and application flow
AZX,azx.com,https://jobs.ashbyhq.com/careers.azx.io,Ashby,careers.azx.io,https://jobs.ashbyhq.com/careers.azx.io,Global,Climate and AI software,https://jobs.ashbyhq.com/careers.azx.io,Ashby board exposes active job-specific detail pages and application flow
Brodie Rec League,brodierec.com,https://jobs.ashbyhq.com/Brodie%20Rec%20League,Ashby,Brodie%20Rec%20League,https://jobs.ashbyhq.com/Brodie%20Rec%20League,Canada,Recreation technology,https://jobs.ashbyhq.com/Brodie%20Rec%20League,Ashby board lists active openings and stable job/application URLs
CanadaVisa,canadavisa.com,https://jobs.ashbyhq.com/canadavisa,Ashby,canadavisa,https://jobs.ashbyhq.com/canadavisa,Canada,Legal technology,https://jobs.ashbyhq.com/canadavisa,Ashby board lists active openings and stable job/application URLs
CEEZER,ceezer.earth,https://jobs.ashbyhq.com/ceezer,Ashby,ceezer,https://jobs.ashbyhq.com/ceezer,Europe,Climate technology,https://jobs.ashbyhq.com/ceezer/54ab2fb5-ab7a-49a0-94a5-94cf229fb455,Direct Ashby board with stable job detail URLs and application flow
Clarasight,clarasight.com,https://jobs.ashbyhq.com/clarasight,Ashby,clarasight,https://jobs.ashbyhq.com/clarasight,US,Sustainability and planning software,https://jobs.ashbyhq.com/clarasight,Direct Ashby board lists active openings and exposes stable job detail/application URLs
Conduct,conduct.ai,https://jobs.ashbyhq.com/conduct,Ashby,conduct,https://jobs.ashbyhq.com/conduct,US,AI software,https://jobs.ashbyhq.com/conduct,Ashby board lists active openings and stable job/application URLs
Counsel Health,counselhealth.com,https://jobs.ashbyhq.com/counsel,Ashby,counsel,https://jobs.ashbyhq.com/counsel,US,Health technology,https://jobs.ashbyhq.com/counsel,Direct Ashby board lists active openings and exposes stable job detail/application URLs
Dandelion Health,dandelionhealth.ai,https://jobs.ashbyhq.com/dandelionhealth,Ashby,dandelionhealth,https://jobs.ashbyhq.com/dandelionhealth,US,Health data and AI,https://jobs.ashbyhq.com/dandelionhealth,Direct Ashby board lists active openings and exposes stable job detail/application URLs
E Source,esource.com,https://jobs.ashbyhq.com/e-source,Ashby,e-source,https://jobs.ashbyhq.com/e-source,US,Utility analytics,https://jobs.ashbyhq.com/e-source,Ashby board exposes active job-specific detail pages and application flow
Emidat,emidat.com,https://jobs.ashbyhq.com/emidat,Ashby,emidat,https://jobs.ashbyhq.com/emidat,Europe,Climate software,https://jobs.ashbyhq.com/emidat/756d495a-9604-4034-9f0a-d052ec9f5d19,Direct Ashby board with stable job detail URLs and application flow
Equal Ventures,equal.vc,https://jobs.ashbyhq.com/equal-ventures,Ashby,equal-ventures,https://jobs.ashbyhq.com/equal-ventures,US,Venture capital,https://jobs.ashbyhq.com/equal-ventures/9f134da4-4702-47b4-955c-2fd6dc46fba2,Direct Ashby board with stable job detail URLs and application flow
Foundry Robotics,foundryrobotics.com,https://jobs.ashbyhq.com/foundry-robotics,Ashby,foundry-robotics,https://jobs.ashbyhq.com/foundry-robotics,US,Robotics,https://jobs.ashbyhq.com/foundry-robotics,Direct Ashby board lists active openings and exposes stable job detail/application URLs
FutureFit AI,futurefit.ai,https://jobs.ashbyhq.com/futurefitai,Ashby,futurefitai,https://jobs.ashbyhq.com/futurefitai,Canada/US,Workforce technology,https://jobs.ashbyhq.com/futurefitai,Ashby board lists active openings and stable job/application URLs
Fyxer,fyxer.com,https://jobs.ashbyhq.com/fyxer,Ashby,fyxer,https://jobs.ashbyhq.com/fyxer,UK/US,Productivity software,https://jobs.ashbyhq.com/fyxer,Direct Ashby board lists active openings and exposes stable job detail/application URLs
Generator Health,generatorhealth.ai,https://jobs.ashbyhq.com/generatorhealth,Ashby,generatorhealth,https://jobs.ashbyhq.com/generatorhealth,US,Healthcare technology,https://jobs.ashbyhq.com/generatorhealth/78bb8dc7-4051-4a3a-a1e3-432e7cd04eee,Direct Ashby board with stable job detail URLs and application flow
Gravity Climate,gravityclimate.com,https://jobs.ashbyhq.com/GravityClimate,Ashby,GravityClimate,https://jobs.ashbyhq.com/GravityClimate,US,Climate software,https://jobs.ashbyhq.com/GravityClimate/5d69cc61-6915-432d-b343-8fbbe77d0ea8,Direct Ashby board with stable job detail URLs and application flow
Great Question,greatquestion.co,https://jobs.ashbyhq.com/greatquestion,Ashby,greatquestion,https://jobs.ashbyhq.com/greatquestion,Global/US,Research operations software,https://jobs.ashbyhq.com/greatquestion,Direct Ashby board lists active openings and exposes stable job detail/application URLs
H2 Analytics,h2analytics.com,https://jobs.ashbyhq.com/h2analytics,Ashby,h2analytics,https://jobs.ashbyhq.com/h2analytics,Canada,Analytics software,https://jobs.ashbyhq.com/h2analytics,Direct Ashby board lists active openings and exposes stable job detail/application URLs
Heron Power,heronpower.com,https://jobs.ashbyhq.com/heron-power,Ashby,heron-power,https://jobs.ashbyhq.com/heron-power,US,Energy hardware,https://jobs.ashbyhq.com/heron-power/d67b71df-b905-45f2-9a74-e3432e072f4c,Direct Ashby board with stable job detail URLs and application flow
Hexa,hexa.inc,https://jobs.ashbyhq.com/hexa,Ashby,hexa,https://jobs.ashbyhq.com/hexa,US/Global,Startup studio,https://jobs.ashbyhq.com/hexa,Ashby board exposes active job-specific detail pages and application flow
HiveMQ,hivemq.com,https://jobs.ashbyhq.com/hivemq,Ashby,hivemq,https://jobs.ashbyhq.com/hivemq,Europe/Global,IoT software,https://jobs.ashbyhq.com/hivemq/9d5c6a62-54f1-4fd4-854c-766a1454f9aa,Direct Ashby board exposes job-specific posting URLs and application flow
Homera Health,homera.com,https://jobs.ashbyhq.com/homera-health,Ashby,homera-health,https://jobs.ashbyhq.com/homera-health,US,Health technology,https://jobs.ashbyhq.com/homera-health,Direct Ashby board lists active openings and exposes stable job detail/application URLs
Humata Health,humatahealth.com,https://jobs.ashbyhq.com/humatahealth,Ashby,humatahealth,https://jobs.ashbyhq.com/humatahealth,US,Health technology,https://jobs.ashbyhq.com/humatahealth,Direct Ashby board lists active openings and exposes stable job detail/application URLs
Marloo,marloo.com,https://jobs.ashbyhq.com/marloo,Ashby,marloo,https://jobs.ashbyhq.com/marloo,UK/Europe,Software,https://jobs.ashbyhq.com/marloo,Ashby board lists active openings and stable job/application URLs
Miaplaza,miaplaza.com,https://jobs.ashbyhq.com/miaplaza,Ashby,miaplaza,https://jobs.ashbyhq.com/miaplaza,US,Online education,https://jobs.ashbyhq.com/miaplaza,Direct Ashby board lists active openings and exposes stable job detail/application URLs
NORY,nory.co,https://jobs.ashbyhq.com/nory-co,Ashby,nory-co,https://jobs.ashbyhq.com/nory-co,US,Education and camps,https://jobs.ashbyhq.com/nory-co/80ead5dc-bf2e-442b-a1ef-42af2b5c9d7b,Direct Ashby board with stable job detail URLs and application flow
Obsidian Systems,obsidian.systems,https://jobs.ashbyhq.com/obsidiansystems,Ashby,obsidiansystems,https://jobs.ashbyhq.com/obsidiansystems,US/Canada/UK,Software consulting,https://jobs.ashbyhq.com/obsidiansystems/9f3ae952-0c8d-4863-8756-82161c6a1a9b,Direct Ashby board exposes job-specific posting URLs and application flow
Outtake,outtake.ai,https://jobs.ashbyhq.com/outtake,Ashby,outtake,https://jobs.ashbyhq.com/outtake,US,AI software,https://jobs.ashbyhq.com/outtake,Ashby board exposes active job-specific detail pages and application flow
Pano AI,pano.ai,https://jobs.ashbyhq.com/pano-ai,Ashby,pano-ai,https://jobs.ashbyhq.com/pano-ai,US/Canada/Australia,Climate resilience technology,https://jobs.ashbyhq.com/pano-ai/21798903-1fdc-464b-a40d-26144adddd4f,Direct Ashby board with stable job detail URLs and application flow
Paradigm Health,paradigmhealth.com,https://jobs.ashbyhq.com/paradigm-health,Ashby,paradigm-health,https://jobs.ashbyhq.com/paradigm-health,US,Healthcare,https://jobs.ashbyhq.com/paradigm-health,Ashby board exposes active job-specific detail pages and application flow
Persona AI,persona.ai,https://jobs.ashbyhq.com/persona.ai,Ashby,persona.ai,https://jobs.ashbyhq.com/persona.ai,US,AI robotics software,https://jobs.ashbyhq.com/persona.ai/2a136483-0d0c-4de3-a433-d4878b75dfcb,Ashby board lists active openings and stable job/application URLs
Pulsora,pulsora.com,https://jobs.ashbyhq.com/pulsora%20inc,Ashby,pulsora%20inc,https://jobs.ashbyhq.com/pulsora%20inc,Canada/US,Sustainability software,https://jobs.ashbyhq.com/pulsora%20inc/ddbaef6e-321f-4115-a5b2-dd4152da3b81,Direct Ashby board exposes job-specific posting URLs and application flow
Rogo,rogo.ai,https://jobs.ashbyhq.com/rogo,Ashby,rogo,https://jobs.ashbyhq.com/rogo,US,Finance and AI software,https://jobs.ashbyhq.com/rogo,Direct Ashby board lists active openings and exposes stable job detail/application URLs
Root Global,rootglobal.io,https://jobs.ashbyhq.com/rootglobal,Ashby,rootglobal,https://jobs.ashbyhq.com/rootglobal,Europe,Carbon accounting software,https://jobs.ashbyhq.com/rootglobal,Ashby board lists active openings and stable job/application URLs
SKELAR,skelar.tech,https://jobs.ashbyhq.com/SKELAR,Ashby,SKELAR,https://jobs.ashbyhq.com/SKELAR,Europe/Global,Technology venture builder,https://jobs.ashbyhq.com/SKELAR,Direct Ashby board lists active openings and exposes stable job detail/application URLs
Sobek AI,sobek.ai,https://jobs.ashbyhq.com/sobek-ai,Ashby,sobek-ai,https://jobs.ashbyhq.com/sobek-ai,US,AI software,https://jobs.ashbyhq.com/sobek-ai,Direct Ashby board lists active openings and exposes stable job detail/application URLs
SuperDial,superdial.ai,https://jobs.ashbyhq.com/superdial,Ashby,superdial,https://jobs.ashbyhq.com/superdial,US,Healthcare automation,https://jobs.ashbyhq.com/superdial,Ashby board lists active openings and stable job/application URLs
Superpower,superpower.com,https://jobs.ashbyhq.com/superpower,Ashby,superpower,https://jobs.ashbyhq.com/superpower,US,Healthcare technology,https://jobs.ashbyhq.com/superpower,Ashby board lists active openings and stable job/application URLs
Tapcart,tapcart.com,https://jobs.ashbyhq.com/tapcart,Ashby,tapcart,https://jobs.ashbyhq.com/tapcart,US,Ecommerce software,https://jobs.ashbyhq.com/tapcart,Ashby board lists active openings and stable job/application URLs
The Pinnacle School,pinnacleschool.org,https://jobs.ashbyhq.com/The-Pinnacle-School,Ashby,The-Pinnacle-School,https://jobs.ashbyhq.com/The-Pinnacle-School,US,Education,https://jobs.ashbyhq.com/The-Pinnacle-School,Direct Ashby board lists active openings and exposes stable job detail/application URLs
trawa,trawa.com,https://jobs.ashbyhq.com/trawa,Ashby,trawa,https://jobs.ashbyhq.com/trawa,Germany/Europe,Energy technology,https://jobs.ashbyhq.com/trawa,Ashby board lists active openings and stable job/application URLs
